5.226428	0.400000	12.000000	172.220000	-144.210000	3.956332	
5.409968	0.400000	12.000000	165.720000	-137.342955	-4.000000	
4.968400	0.400000	12.000000	155.320000	-144.254780	-4.000000	
4.954941	0.400000	12.000000	183.417254	-173.500000	-6.000000	
5.753204	0.400000	12.000000	184.890000	-175.367693	-6.000000	
6.145764	0.400000	12.000000	146.550000	-119.279395	-10.000000	
6.064784	0.400000	12.000000	147.200000	-134.110000	-8.356023	
4.739607	0.400000	12.000000	133.594269	-116.540000	-11.000000	
4.620702	0.400000	12.000000	128.211718	-129.880000	-11.000000	
7.991671	0.400000	12.000000	195.290000	-199.870000	-4.407245	
5.368201	0.400000	12.000000	200.810000	-191.898602	-10.000000	
5.480187	0.400000	12.000000	206.010000	-202.800000	-13.671384	
5.355898	0.400000	12.000000	205.360000	-191.894819	-10.000000	
4.792126	0.400000	12.000000	217.380000	-143.550000	-7.432490	
5.074539	0.400000	12.000000	185.114371	-135.420000	-10.000000	
4.921974	0.400000	12.000000	175.140000	-137.040000	-12.717530	
4.699150	0.400000	12.000000	172.220000	-123.370000	-13.639207	
6.553023	0.400000	12.000000	173.028426	-119.790000	-10.000000	
4.927571	0.400000	12.000000	145.371470	-156.900000	-15.000000	
5.668569	0.400000	12.000000	135.820000	-152.340000	-12.280742	
5.607731	0.400000	12.000000	145.900000	-144.207201	-15.000000	
5.858815	0.400000	12.000000	141.020000	-142.900000	-17.213920	
4.843760	0.400000	12.000000	128.020000	-138.020000	-18.840860	
5.808495	0.400000	12.000000	117.098638	-135.740000	-16.000000	
4.610161	0.400000	12.000000	162.140000	-176.110000	-11.352867	
5.889026	0.400000	12.000000	165.287230	-166.670000	-15.000000	
4.893359	0.400000	12.000000	161.641831	-121.740000	-15.000000	
4.666298	0.400000	12.000000	153.690000	-135.740000	-18.155194	
5.948919	0.400000	12.000000	204.380000	-179.360000	-12.936853	
4.593100	0.400000	12.000000	253.602879	-167.970000	-22.000000	
4.543944	0.400000	12.000000	246.557715	-158.200000	-22.000000	
8.000790	0.400000	12.000000	249.230000	-149.410000	-14.116785	
4.563498	0.400000	12.000000	239.480000	-143.975262	-25.000000	
6.269226	0.400000	12.000000	247.600000	-135.090000	-21.333972	
5.131737	0.400000	12.000000	242.730000	-130.768422	-25.000000	
6.348673	0.400000	12.000000	239.480000	-132.219270	-23.000000	
4.751325	0.400000	12.000000	264.820000	-176.634063	-29.000000	
4.763659	0.400000	12.000000	264.820000	-166.670000	-24.553314	
4.698673	0.400000	12.000000	257.670000	-155.600000	-31.855426	
4.846693	0.400000	12.000000	262.550000	-181.114250	-29.000000	
4.488041	0.400000	12.000000	263.200000	-191.823223	-29.000000	
6.374748	0.400000	12.000000	244.012850	-218.100000	-31.000000	
6.390731	0.400000	12.000000	232.000000	-223.825686	-31.000000	
4.952620	0.400000	12.000000	207.690816	-229.490000	-31.000000	
5.794382	0.400000	12.000000	212.288841	-219.730000	-31.000000	
7.315285	0.400000	12.000000	209.774198	-216.150000	-31.000000	
5.288892	0.400000	12.000000	210.259513	-206.380000	-31.000000	
5.102239	0.400000	12.000000	221.977037	-213.540000	-31.000000	
4.747005	0.400000	12.000000	225.784297	-210.610000	-31.000000	
5.004453	0.400000	12.000000	220.310000	-201.500000	-32.936650	
7.125648	0.400000	12.000000	204.710000	-133.460000	0.032518	
4.792512	0.400000	12.000000	221.930000	-210.610000	-16.880507	
6.050767	0.400000	12.000000	218.030000	-202.196455	-18.000000	
4.783465	0.400000	12.000000	191.390000	-198.870153	-18.000000	
4.915541	0.400000	12.000000	193.340000	-204.973997	-18.000000	
4.869566	0.400000	12.000000	185.643371	-197.920000	-18.000000	
5.037460	0.400000	12.000000	177.740000	-132.148250	-24.000000	
5.468126	0.400000	12.000000	184.560000	-141.600000	-20.086895	
5.567722	0.400000	12.000000	131.920000	-110.030000	-26.625489	
